DATE,TARGET,epeRes,epeCom,epeInd,expQ,impQ,expBasic,expSemi,expManuf,expAgroDolar,anfaveaProd,anfaveaLic,cagedTransf,cagedConstr,cagedCom,cagedServ,ipa,cambio,poup,m1,m2,ibov,embi,RecRFBIPCA,
Jan-96,96.84,5851,2951,8753,34.46,52.16,22.82,53.76,33.56,115.914,100946,105226,5982.422,2015.581,4730.099,10299.511,100.00,0.979,64902724,23481820,175037084,48309,760,42102,
Feb-96,96.84,5742,3007,9278,33.81,51.17,21.56,45.53,36.25,109.438,121248,123172,5951.516,2017.003,4720.066,10308.072,100.03,0.984,65233099,23095259,174828178,52663,863,38946,
Mar-96,96.84,5845,2956,9204,34.02,59.07,21.92,42.55,36.26,180.2097,136019,140737,5922.355,2020.226,4710.568,10306.57,99.88,0.988,65267819,22985492,175383395,49297,840,54429,
Apr-96,100.12,5876,3041,9539,42.08,61.83,37.31,55.51,39.86,379.7159,130698,136759,5934.785,2030.111,4716.401,10331.354,100.25,0.993,65114540,23276407,173647972,50171,763,41602,
May-96,100.12,5676,2885,9623,44.35,64.43,38.06,58.86,42.23,329.6451,142309,151333,5970.066,2037.631,4727.189,10350.637,100.48,0.998,64692969,22761723,172226628,54828,748,42501,
Jun-96,100.12,5628,2797,9833,37.87,63.32,35.18,52.72,34.43,287.6253,121143,129247,5981.711,2042.088,4744.997,10357.414,100.87,1.004,64510539,23513221,173468300,57865,687,41610,
Jul-96,107.56,5547,2647,9655,44.06,75.8,38.16,63.73,41.01,332.1776,153931,155654,5978.544,2045.562,4743.8,10360.473,101.00,1.011,64278981,23107137,172412324,62722,681,43255,
Aug-96,107.56,5679,2796,10390,43.55,72.54,38.03,62.14,40.9,351.0294,161906,166051,5971.993,2045.417,4743.645,10365.96,101.45,1.017,64236000,23477144,173006068,62498,610,42752,
Sep-96,107.56,5769,2813,10187,40.99,72.78,34.27,62.19,38.24,266.9427,146060,161595,5989.462,2044.441,4749.235,10375.149,101.78,1.022,64726913,25143255,176993375,64350,533,44733,
Oct-96,104.31,5836,2881,10031,42.05,85.45,35.77,60.65,39.77,337.3441,148219,162308,5987.049,2038.292,4750.355,10359.381,101.99,1.028,65754075,23171129,179182481,66273,594,45014,
Nov-96,104.31,5838,2997,10076,39.12,75.38,29.99,58.13,37.87,251.6394,141674,160074,5957.158,2026.043,4767.279,10339.256,102.35,1.033,67558050,24383240,182157237,66118,546,44625,
Dec-96,104.31,5764,2993,9947,38.24,88.31,25.65,51.78,40.19,207.0245,118982,138632,5863.864,1999.975,4741.078,10267.387,103.67,1.039,72652001,29807483,188734369,68547,523,65621,
Jan-97,100.13,6522,3309,9455,37.48,40.21,26.22,61.55,36.69,211.6924,124889,134826,5851.775,2005.991,4717.885,10259.14,104.05,1.046,77130334,33123796,189274171,76022,437,45724,
Feb-97,100.13,6176,3219,9840,31.31,67.61,19.87,40.72,33.73,228.1319,136323,146106,5849.377,2007.177,4713.449,10265.362,104.41,1.052,78711825,36236904,192906132,86427,419,43604,
Mar-97,100.13,5993,3121,9488,37.82,75.95,32.87,44.16,37.18,447.5262,153164,169144,5852.238,2016.519,4723.645,10291.76,104.57,1.059,80034278,37448610,195738732,9241,469,48348,
Apr-97,104.88,6050,3134,9945,45.31,87.54,47.22,56.59,39.71,771.6228,172391,183864,5873.953,2030.934,4739.219,10315.162,104.99,1.064,80883307,36298117,195848416,9596,457,49701,
May-97,104.88,6059,3100,10304,45.31,78.25,48.7,51.55,39.67,795.4549,162310,175250,5912.328,2037.877,4761.14,10338.347,105.15,1.072,81791649,36860743,198244959,10598,404,45517,
Jun-97,104.88,6069,2970,10045,47.05,84.06,46.76,55.5,42.99,640.8135,170685,179299,5923.126,2044.606,4787.152,10359.446,105.48,1.077,82927443,37841978,205191931,11934,392,45765,
Jul-97,109.49,5981,2956,10285,51.51,95.52,51.13,63.7,46.72,738.6537,160400,172335,5911.152,2047.124,4788.526,10357.775,106.05,1.083,83626270,35906316,204296617,12751,375,49200,
Aug-97,109.49,6025,3072,10685,49.79,88.21,40.99,62.21,50.3,586.7688,173863,179897,5899.796,2047.622,4795.644,10371.721,106.08,1.092,85063780,37775700,209695447,11637,387,45919,
Sep-97,109.49,6151,3151,10441,45.15,90.2,32.99,59.22,46.59,389.7076,182952,187828,5916.161,2055.004,4803.924,10389.463,106.27,1.096,86591725,39116753,217061918,11395,360,47747,
Oct-97,108.21,6335,3303,10567,47.95,92.71,31.49,59.07,52.51,337.8737,192829,189022,5904.34,2056.921,4818.048,10402.329,106.48,1.103,88145782,39284420,222660888,11898,677,50100,
Nov-97,108.21,6398,3434,10727,39.32,86.37,24.06,48.87,43.97,233.7654,130140,128669,5857.474,2050.109,4833.662,10399.716,106.81,1.110,93941895,40023882,230699363,9168,572,47917,
Dec-97,108.21,6330,3428,9935,44.99,85.51,24.12,63.75,50.29,228.012,101255,97218,5730.716,2013.471,4806.647,10328.525,106.92,1.116,98211258,47362722,239775207,9726,521,66687,
Jan-98,101.14,7178,3735,9545,38.61,76.6,26.13,62,38.47,193.4679,110243,114705,5681.6,2022.156,4780.49,10310.964,107.20,1.124,100628943,42619626,241755357,9658,546,55426,
Feb-98,101.14,6518,3486,9722,37.38,65.89,21.25,47.3,42.84,228.1079,105964,109673,5651.489,2024.623,4769.576,10318.423,107.30,1.130,98600976,42820595,243452578,10271,495,48375,
Mar-98,101.14,6650,3468,9609,43.33,87.64,30.15,52.78,46.63,299.0306,141749,153318,5633.969,2032.297,4759.879,10326.135,107.39,1.137,98108163,41922152,244425419,11526,443,53943,
Apr-98,106.46,6675,3608,10400,47.52,79.54,44.57,55.8,44.9,630.2048,137785,143968,5644.839,2044.046,4770.177,10349.694,107.31,1.144,97850781,42274904,242189887,11824,467,50637,
May-98,106.46,6591,3422,10367,48.37,80.72,48.49,49.97,45.51,617.7358,160231,154590,5658.122,2051.243,4782.639,10374.663,107.44,1.151,98234213,42502086,243612653,10568,576,44999,
Jun-98,106.46,6227,3193,10168,51.57,81.28,50.54,65.07,46.62,569.324,146151,143617,5657.011,2054.281,4783.528,10382.055,107.63,1.157,99703658,44060070,247305992,9793,663,45904,
Jul-98,109.88,6320,3161,10351,52.85,93.31,49.72,66.12,49.47,527.7122,126825,114405,5620.314,2059.273,4780.961,10391.889,107.39,1.163,101146464,43981738,247646602,10521,608,51551,
Aug-98,109.88,6443,3352,10723,42.98,72.18,41.34,48.71,40.72,461.7544,134224,165523,5616.439,2064.109,4788.8,10408.686,107.14,1.177,102317106,44308331,248168301,8428,1421,52552,
Sep-98,109.88,6679,3481,10510,49.85,101.72,45.95,63.26,46.91,498.8101,134540,128466,5614.104,2052.483,4787.789,10413.413,106.81,1.186,104162810,43933681,245774199,6389,1326,49494,
Oct-98,106.66,6711,3478,10425,44.4,94.05,35.94,60.74,43.38,351.4498,92855,101326,5597.582,2033.21,4791.406,10393.01,106.73,1.193,105773764,43031345,247229516,6696,1192,48951,
Nov-98,106.66,6642,3538,10343,40.88,80.94,30.08,56.25,41.35,269.0176,79643,100166,5550.9,2005.909,4795.702,10368.478,106.46,1.201,107168486,46117494,251309991,8256,975,45889,
Dec-98,106.66,6705,3622,9815,43.4,75.81,31.08,63.34,44.02,269.1932,59650,105195,5430.047,1949.27,4748.751,10251.802,106.71,1.209,108442384,50707266,254965130,7255,1231,68080,
Jan-99,101.92,7190,3806,9257,33.21,62.63,24.53,55.99,31.16,201.3241,81902,93410,5412.111,1942.997,4738.776,10257.531,108.65,1.983,109360150,49957188,254930105,7011,1507,50887,
Feb-99,101.92,6745,3661,9441,37.77,52.68,28.73,57.82,36.76,266.6447,78103,43012,5381.058,1921.993,4719.173,10251.267,115.13,2.065,111432305,47817257,259568056,8838,1376,57160,
Mar-99,101.92,6841,3687,9762,45.54,69.7,34.72,64.88,43.96,368.8047,114873,143191,5358.915,1902.695,4694.958,10232.792,118.71,1.722,112363679,45497048,260900171,10170,1041,57085,
Apr-99,106.04,7115,3929,10512,45.22,62.83,41.42,57.11,42.33,505.8482,109148,125455,5382.798,1898.279,4688.413,10244.068,120.03,1.661,112524501,44075657,257075021,11193,873,54213,
May-99,106.04,6587,3521,10215,53.97,69.45,54.45,73.05,47.07,537.472,114047,115192,5417.072,1899.229,4704.175,10269.539,120.88,1.724,113364448,44052226,258344677,11730,1066,48276,
Jun-99,106.04,6642,3449,10411,53.15,77.15,48.68,75.43,48.46,439.1232,116990,107259,5438.176,1898.638,4717.979,10281.886,121.96,1.770,112787044,45939541,260973090,11359,957,52774,
Jul-99,109.2,6611,3413,10467,50.85,69.97,48.37,66.7,46.24,407.3743,115312,113304,5442.495,1892.511,4720.804,10282.006,124.72,1.789,112300916,48011511,260036100,11271,1053,61230,
Aug-99,109.2,6581,3483,10804,52.98,75.91,47.27,66.12,50.7,375.1046,129287,122756,5451.742,1888.442,4724.271,10298.983,127.40,1.916,111709814,47508989,259187285,10181,1124,51157,
Sep-99,109.2,6795,3618,10750,52.13,73.14,46.11,68.91,49.79,354.1582,130444,127084,5483.377,1886.614,4726.849,10307.052,130.02,1.922,110964424,46988943,257450042,11313,984,60162,
Oct-99,108.97,6674,3590,10742,52.65,75.54,42.96,72.32,51.39,283.8135,109990,92360,5515.311,1881.4,4743.969,10309.804,132.82,1.953,110498341,48580640,259628490,11308,851,56544,
Nov-99,108.97,6715,3683,10864,48.72,77.47,37.6,63.7,48.79,268.559,108670,87227,5515.963,1868.793,4773.696,10320.881,135.61,1.923,110695593,51580026,262754640,13121,806,57121,
Dec-99,108.97,6797,3749,10667,56.61,74.99,39.96,85.17,56.59,255.173,81211,86703,5444.946,1836.128,4763.327,10266.703,136.92,1.789,111406674,62744441,274769738,15211,636,74418,
Jan-00,106.4,7230,4083,10024,41.19,58.38,30.03,60.43,41.05,173.3727,92704,89216,5457.141,1845.467,4764.903,10273.044,138.26,1.802,112685736,56633254,269834203,16928,758,59756,
Feb-00,106.4,7001,4016,10388,49.26,70.65,29.65,66.84,53.01,193.1435,126595,112595,5479.863,1847.935,4765.925,10308.692,139.29,1.769,111879544,54038049,261493972,17804,688,55084,
Mar-00,106.4,7099,4099,10769,52.97,76.62,37.53,62.13,57.1,258.1622,130730,117823,5494.369,1843.764,4775.247,10323.514,140.12,1.747,111304745,53255346,261426958,18055,679,63885,
Apr-00,110.25,6962,4065,10942,49.91,68.43,45.81,55.11,49.29,448.6126,129116,116950,5525.629,1853.525,4796.711,10374.929,140.57,1.807,110935779,53668551,259792946,15910,742,58094,
